Status,Dossier_ID,DocumentID,DocType,DocCategory,LimitationType,Issue,rdafType,startDate,UniversalKey,LimitationLife
SCOE,81779767,81779767/003,RDAF,,,A,,,81779767,0
SENT,80524446,80524446/092,RDAF,B,See below,A,,2026-03-27,80524446,-1
SCOE,70416383,70416383/801,RDAF,,,A,,,70416383,0
SCOE,70281829,70281829/802,RDAF,,,A,,,70281829,0
SCOE,81740235,81740235/003,RDAF,Interim,6 months,B,Interim to Definitive,,81740235,-1
SENT,70450085,70450085/804,RDAF,A,,A,,2025-10-19,70450085,0
SENT,81757368,81757368/002,RDAF,Interim,6 months,A,,2026-03-19,81757368,26
SENT,80658583,80658583/092,RDAF,A,N/A,A,,2026-05-06,80658583,0
SENT,81739750,81739750/003,RDAF,C,See below,B,,2026-02-19,81739750,-1
SENT,80975333,80975333/003,RDAF,B,,A,,2021-10-22,80975333,0
SENT,70519646,70519646/098,RDAF,C,See below,B,,2026-04-09,70519646,-1
SCOE,81773333,81773333/003,RDAF,,,A,,,81773333,0
SENT,80954281,80954281/097,RDAF,B,,B,Interim to Definitive,2022-05-20,80954281,0
SENT,81770606,81770606/018,RDAF,C,200 FC (FH not relevant),A,,2026-04-02,81770606,33
SENT,81777923,81777923/003,RDAF,Interim,6 Months,A,,2026-04-26,81777923,5
SCOE,81787153,81787153/003,RDAF,,,A,,,81787153,0
SENT,81476423,81476423/054,RDAF,A,N/A,A,,2024-10-08,81476423,0
SENT,81730120,81730120/007,RDAF,A,,A,,2026-02-12,81730120,0
SENT,81761639,81761639/028,RDAF,C,550 FC (FH not relevant) / 6 months,A,,2026-03-23,81761639,-1
SENT,81395523,81395523/019,RDAF,B,,B,,2025-06-01,81395523,0
SENT,81305489,81305489/003,RDAF,C,See below,A,,2024-01-02,81305489,-1
SENT,81773810,81773810/002,RDAF,C,700 FC (FH not relevant),A,,2026-04-07,81773810,13
SENT,80121578,80121578/040,RDAF,B,,B,,2016-08-22,80121578,0
SCOE,81729607,81729607/037,RDAF,Interim,6 months,B,Interim to Definitive,,81729607,-1
SENT,81317019,81317019/003,RDAF,C,See below,B,,2026-01-20,81317019,-1
SENT,81635804,81635804/003,RDAF,C,1200 FC / 6600 FH (whichever occurs first),B,,2025-12-18,81635804,57
SENT,81708144,81708144/003,RDAF,A,N/A,A,,2026-01-07,81708144,0
SENT,81738776,81738776/003,RDAF,B,,A,,2026-02-18,81738776,0
SENT,80954281,80954281/274,RDAF,B,See below,B,Interim to Definitive,2024-12-16,80954281,-1
SENT,81227228,81227228/056,RDAF,C,See below,B,,2026-05-07,81227228,-1
SENT,80032872,80032872/003,RDAF,A,,B,,2015-08-04,80032872,0
SENT,81752303,81752303/011,RDAF,Interim,6 Months,A,,2026-04-30,81752303,3
SENT,81760262,81760262/002,RDAF,C,50 FC (FH not relevant),A,,2026-03-24,81760262,-1
SCOE,80848083,80848083/089,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,80848083,-1
SENT,81705617,81705617/003,RDAF,Interim,6 Months,A,,2026-01-05,81705617,66
SCOE,81267406,81267406/023,RDAF,,,A,,,81267406,0
SCOE,81765802,81765802/012,RDAF,,,A,,,81765802,0
SENT,81748245,81748245/002,RDAF,C,200 FC (FH not relevant),A,,2026-02-21,81748245,63
SENT,80947987,80947987/094,RDAF,B,See below,B,Interim to Definitive,2022-04-20,80947987,-1
SENT,80051948,80051948/021,RDAF,B,,A,,2023-08-10,80051948,0
SENT,81701590,81701590/004,RDAF,Interim,6 Months,A,,2025-12-20,81701590,75
SENT,81747638,81747638/003,RDAF,A,N/A,A,,2026-04-30,81747638,0
SCOE,81791002,81791002/003,RDAF,,,A,,,81791002,0
SCOE,81712813,81712813/004,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81712813,-1
SENT,80533806,80533806/004,RDAF,B,,A,,2018-11-06,80533806,0
SENT,81697373,81697373/023,RDAF,Interim,6 months,B,Interim to Definitive,2026-01-28,81697373,53
SENT,81704084,81704084/003,RDAF,Interim,6 MONTHS,A,,2026-01-19,81704084,58
SENT,81764401,81764401/003,RDAF,Interim,6 months,A,,2026-04-01,81764401,19
SENT,80592091,80592091/014,RDAF,C,24 Months (FC/FH not relevant),A,,2026-01-09,80592091,16
SCOE,80711053,80711053/036,RDAF,,,A,,,80711053,0
SCOE,81765802,81765802/002,RDAF,C,"200FC (FH not relevant) or 3 months, whichever",B,,,81765802,5295
SENT,81779275,81779275/004,RDAF,Interim,6 Months,A,,2026-05-01,81779275,3
SCOE,81725935,81725935/002,RDAF,Interim,6 Months,B,,,81725935,-1
SCOE,81603587,81603587/003,RDAF,,,A,,,81603587,0
SCOE,70544546,70544546/017,RDAF,,,A,,,70544546,0
SENT,81710462,81710462/004,RDAF,B,N/A,A,,2025-12-18,81710462,0
SENT,81404012,81404012/004,RDAF,C,300 FC (FH not relevant),D,,2024-09-09,81404012,436
SENT,70526523,70526523/059,RDAF,A,,A,,2023-12-13,70526523,0
SENT,70531160,70531160/279,RDAF,B,,B,,2020-06-08,70531160,0
SCOE,81786003,81786003/004,RDAF,,,A,,,81786003,0
SENT,81628522,81628522/003,RDAF,C,200 FC (FH not relevant),A,,2025-07-22,81628522,532
SENT,81727616,81727616/016,RDAF,C,200FC (FH not relevant),A,,2026-01-21,81727616,184
SCOE,81787126,81787126/003,RDAF,,,A,,,81787126,0
SCOE,81675709,81675709/003,RDAF,,,A,,,81675709,0
SENT,80531821,80531821/003,RDAF,B,,C,,2019-03-20,80531821,0
SENT,81702376,81702376/031,RDAF,A,,A,,2025-12-18,81702376,0
SENT,81762018,81762018/004,RDAF,A,,A,,2026-05-04,81762018,0
SENT,81771249,81771249/003,RDAF,A,N/A,A,,2026-05-04,81771249,0
SENT,81222074,81222074/012,RDAF,C,See below,A,,2023-08-11,81222074,-1
SENT,81700123,81700123/006,RDAF,Interim,6 months,A,,2025-12-15,81700123,78
SENT,81776569,81776569/006,RDAF,A,,A,,2026-04-28,81776569,0
SENT,81212051,81212051/004,RDAF,C,See below,C,,2026-05-02,81212051,-1
SENT,81722098,81722098/053,RDAF,C,See below,A,,2026-02-13,81722098,-1
SENT,81749878,81749878/003,RDAF,A,,A,,,81749878,0
SENT,81076781,81076781/068,RDAF,B,,B,Interim to Definitive,,81076781,0
SENT,81790134,81790134/006,RDAF,C,04-MAY-2027,A,,2026-05-04,81790134,-1
SENT,81761446,81761446/006,RDAF,A,N/A,B,,2026-04-11,81761446,0
SENT,81782175,81782175/004,RDAF,C,"200FC (FH not relevant) or 3 months, whichever",A,,,81782175,44
SENT,81297535,81297535/007,RDAF,C,10 Calendar Days,A,,2023-10-21,81297535,9290
SCOE,81788744,81788744/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81788744,-1
SENT,81628522,81628522/035,RDAF,C,250 FC (FH not relevant),A,,2025-09-01,81628522,426
SENT,81702398,81702398/003,RDAF,C,1000FC (FH not relevant),A,,2025-12-05,81702398,43
SCOE,81785581,81785581/003,RDAF,,,A,,,81785581,0
SENT,81781661,81781661/006,RDAF,Interim,6 Months,A,,2026-04-29,81781661,4
SENT,81749732,81749732/003,RDAF,A,,A,,2026-03-06,81749732,0
SCOE,81769379,81769379/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81769379,-1
SCOE,81789434,81789434/003,RDAF,,,A,,,81789434,0
SENT,81712953,81712953/008,RDAF,Interim,6 Months,A,,2025-12-26,81712953,72
SENT,81786449,81786449/003,RDAF,A,,A,,2026-04-30,81786449,0
SENT,81782545,81782545/003,RDAF,A,N/A,A,,2026-04-30,81782545,0
SENT,81586616,81586616/003,RDAF,B,,A,,2025-07-21,81586616,0
SCOE,81759144,81759144/004,RDAF,,,A,,,81759144,0
SENT,81731688,81731688/003,RDAF,Interim,6 months,A,,2026-02-16,81731688,43
SENT,81030629,81030629/003,RDAF,A,N/A,A,,2022-02-25,81030629,0
SENT,81133275,81133275/022,RDAF,C,See below,C,,2026-05-05,81133275,-1
SENT,81786290,81786290/003,RDAF,B,,A,,2026-05-04,81786290,0
SENT,81751751,81751751/003,RDAF,C,See below,B,,2026-04-09,81751751,-1
SENT,81766804,81766804/003,RDAF,C,See below,A,,2026-03-26,81766804,-1
SCOE,81693520,81693520/100,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81693520,-1
SENT,81781420,81781420/003,RDAF,C,See below,A,,2026-05-05,81781420,-1
SENT,81677380,81677380/005,RDAF,Interim,6 months,A,,2025-12-15,81677380,78
SCOE,81784848,81784848/003,RDAF,,,A,,,81784848,0
SENT,81493104,81493104/094,RDAF,A,,A,,2025-11-27,81493104,0
SENT,81464051,81464051/089,RDAF,C,10 FC (FH not relevant),A,,2024-09-17,81464051,8220
SCOE,81787188,81787188/005,RDAF,,,A,,,81787188,0
SENT,80080562,80080562/003,RDAF,B,,A,,2015-10-21,80080562,0
SCOE,81729353,81729353/003,RDAF,,,A,,,81729353,0
SENT,81778318,81778318/003,RDAF,Interim,6 months,A,,2026-04-27,81778318,4
SENT,81668626,81668626/034,RDAF,Interim,6 Months,A,,2025-12-10,81668626,81
SENT,80061731,80061731/009,RDAF,B,,A,,2015-08-17,80061731,0
SENT,81777560,81777560/004,RDAF,Interim,6 months,A,,2026-05-03,81777560,1
SENT,80731391,80731391/003,RDAF,A,,A,,2020-01-28,80731391,0
SENT,81752562,81752562/003,RDAF,C,1000FC (FH not relevant),B,,2026-03-12,81752562,28
SENT,81682733,81682733/033,RDAF,A,N/A,A,,2025-11-28,81682733,0
SCOE,80129736,80129736/028,RDAF,,,A,,,80129736,0
SCOE,81791573,81791573/004,RDAF,,,A,,,81791573,0
SENT,81785437,81785437/003,RDAF,C,200 FC (FH not relevant),A,,2026-04-26,81785437,-1
SCOE,81789154,81789154/003,RDAF,,,A,,,81789154,0
SENT,81763945,81763945/015,RDAF,B,,A,,2026-05-05,81763945,0
SCOE,70552623,70552623/132,RDAF,,,A,,,70552623,0
SENT,70589095,70589095/020,RDAF,B,,A,,2022-01-06,70589095,0
SENT,80262177,80262177/030,RDAF,B,,A,,2020-02-11,80262177,0
SENT,81777540,81777540/003,RDAF,B,See below,A,,2026-04-30,81777540,-1
SCOE,81787691,81787691/003,RDAF,,,A,,,81787691,0
SENT,81248438,81248438/006,RDAF,B,,B,,2024-04-18,81248438,0
SENT,81169050,81169050/003,RDAF,B,,A,,2023-02-07,81169050,0
SENT,81783207,81783207/133,RDAF,C,See below,A,,2026-04-28,81783207,-1
SENT,81668037,81668037/003,RDAF,B,,B,Interim to Definitive,2026-03-23,81668037,0
SCOE,81756793,81756793/003,RDAF,,,A,,,81756793,0
SCOE,81649488,81649488/019,RDAF,,,A,,,81649488,0
SENT,81726578,81726578/010,RDAF,A,,A,,2026-02-24,81726578,0
SCOE,81786678,81786678/003,RDAF,,,A,,,81786678,0
SENT,81711427,81711427/039,RDAF,Interim,6 months,A,,2025-12-30,81711427,70
SENT,81635893,81635893/003,RDAF,C,1200FC / 6600FH (whichever occurs first),B,,2025-12-18,81635893,57
SCOE,81750843,81750843/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81750843,-1
SCOE,70595841,70595841/004,RDAF,B,,B,,,70595841,0
SCOE,81775595,81775595/003,RDAF,,,A,,,81775595,0
SENT,81792435,81792435/006,RDAF,C,1000 FC (FH not relevant),A,,2026-05-07,81792435,-1
SCOE,81748176,81748176/006,RDAF,Interim,6 Months,B,Interim to Definitive,,81748176,-1
SENT,81149641,81149641/077,RDAF,Interim,1 Year,A,,2022-12-14,81149641,339
SCOE,70155202,70155202/801,RDAF,,,A,,,70155202,0
SENT,81707826,81707826/003,RDAF,Interim,6 Months,A,,2025-12-25,81707826,72
SENT,81607135,81607135/180,RDAF,C,See below,A,,2026-04-27,81607135,-1
SENT,81784563,81784563/003,RDAF,C,See below,A,,2026-04-23,81784563,-1
SCOE,81789504,81789504/003,RDAF,,,A,,,81789504,0
SENT,81778066,81778066/003,RDAF,Interim,6 months,A,,2026-04-28,81778066,4
SENT,81725307,81725307/004,RDAF,A,,A,,2026-01-22,81725307,0
SENT,81212039,81212039/006,RDAF,B,,A,,2023-06-08,81212039,0
SENT,81663901,81663901/006,RDAF,C,See below,A,,2025-11-03,81663901,-1
SENT,81789868,81789868/003,RDAF,A,,A,,2026-05-06,81789868,0
SENT,81336629,81336629/095,RDAF,Interim,6 months,A,,2025-12-13,81336629,79
SCOE,81621721,81621721/003,RDAF,,,A,,,81621721,0
SCOE,81481486,81481486/033,RDAF,,,A,,,81481486,0
SCOE,81691651,81691651/004,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81691651,-1
SENT,81697845,81697845/003,RDAF,A,,A,,2025-12-03,81697845,0
SENT,80416678,80416678/038,RDAF,B,,A,,2024-02-15,80416678,0
SCOE,81712277,81712277/016,RDAF,Interim,6 months,C,Interim to Definitive,,81712277,-1
SCOE,81514895,81514895/030,RDAF,,,A,,,81514895,0
SENT,81749597,81749597/003,RDAF,A,N/A,A,,2026-03-24,81749597,0
SENT,81789038,81789038/003,RDAF,C,See below,A,,2026-05-02,81789038,-1
SENT,70521845,70521845/024,RDAF,A,,A,,2024-11-25,70521845,0
SENT,81784429,81784429/005,RDAF,B,N/A,A,,2026-05-05,81784429,0
SENT,81420547,81420547/005,RDAF,A,,A,,2024-07-05,81420547,0
SCOE,81784522,81784522/005,RDAF,,,A,,,81784522,0
SCOE,81580113,81580113/003,RDAF,,,A,,,81580113,0
SENT,81660537,81660537/005,RDAF,C,24 months,C,,2025-10-29,81660537,25
SENT,81668434,81668434/004,RDAF,B,,A,,2025-10-17,81668434,0
SCOE,70507850,70507850/808,RDAF,,,A,,,70507850,0
SENT,81784824,81784824/003,RDAF,A,N/A,A,,2026-05-06,81784824,0
SCOE,81730870,81730870/004,RDAF,Interim,6 months,B,Interim to Definitive,,81730870,-1
SCOE,80420703,80420703/059,RDAF,Interim,6 months,B,Interim to Definitive,,80420703,-1
SENT,70546523,70546523/022,RDAF,B,,B,Interim to Definitive,2023-04-11,70546523,0
SENT,80832161,80832161/004,RDAF,A,,A,,2020-10-01,80832161,0
SCOE,81543827,81543827/014,RDAF,,,A,,,81543827,0
SENT,81624590,81624590/007,RDAF,A,N/A,A,,2025-08-05,81624590,0
SCOE,80535780,80535780/017,RDAF,,,A,,,80535780,0
SENT,80479207,80479207/138,RDAF,C,See below,B,,2024-07-05,80479207,-1
SENT,81732351,81732351/003,RDAF,Interim,6months,A,,2026-02-03,81732351,50
SENT,81361989,81361989/005,RDAF,A,,A,,2024-07-22,81361989,0
SCOE,81778541,81778541/004,RDAF,,,A,,,81778541,0
SENT,81767455,81767455/004,RDAF,C,200 FC (FH not relevant),A,,2026-03-25,81767455,85
SENT,81738783,81738783/004,RDAF,C,30 100 FC / 90 500 FH (whichever occurs first),A,,2026-02-25,81738783,0
SENT,81703283,81703283/003,RDAF,Interim,6 Months,A,,2025-12-21,81703283,75
SENT,81777203,81777203/002,RDAF,B,,A,,2026-05-07,81777203,0
SENT,81786306,81786306/003,RDAF,C,200 FC (FH not relevant),A,,,81786306,-1
SENT,70531160,70531160/373,RDAF,B,,A,,2022-04-12,70531160,0
SENT,81130464,81130464/004,RDAF,B,See below,C,Interim to Definitive,2025-06-24,81130464,-1
SENT,80425250,80425250/003,RDAF,B,,B,,2018-03-16,80425250,0
SENT,81777468,81777468/004,RDAF,C,200FC (FH not relevant),A,,2026-04-12,81777468,35
SENT,81765800,81765800/005,RDAF,A,,A,,2026-04-16,81765800,0
SENT,80867588,80867588/003,RDAF,B,,A,,2021-01-12,80867588,0
SENT,81750946,81750946/039,RDAF,Interim,6 months,A,Interim to Definitive,2026-04-27,81750946,5
SENT,80770810,80770810/026,RDAF,Interim,6 months,A,,2026-04-14,80770810,12
SCOE,81764066,81764066/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81764066,-1
SENT,81185204,81185204/115,RDAF,A,,A,,2026-05-05,81185204,0
SENT,81336629,81336629/041,RDAF,Interim,6 months,A,,2025-12-11,81336629,80
SENT,70575009,70575009/038,RDAF,A,,A,,2015-02-16,70575009,0
SCOE,81744340,81744340/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81744340,-1
SCOE,80833572,80833572/025,RDAF,,,A,,,80833572,0
SENT,81602879,81602879/003,RDAF,A,N/A,A,,2025-06-10,81602879,0
SENT,81744760,81744760/006,RDAF,Interim,6 months,A,,2026-03-08,81744760,32
SENT,81591779,81591779/004,RDAF,C,800FC (FH not relevant),B,,2025-07-01,81591779,146
SENT,80038626,80038626/003,RDAF,B,,B,,2015-10-07,80038626,0
SENT,81786116,81786116/005,RDAF,B,See below,A,,2026-04-30,81786116,-1
SENT,81077573,81077573/013,RDAF,A,,A,,2022-06-27,81077573,0
SENT,81787706,81787706/003,RDAF,A,N/A,A,,2026-05-07,81787706,0
SENT,81781222,81781222/003,RDAF,B,N/A,A,,2026-05-07,81781222,0
SENT,70245922,70245922/824,RDAF,A,,A,ESG,2022-03-08,70245922,0
SENT,81673014,81673014/005,RDAF,C,500 FC (FH not relevant),A,,2025-10-13,81673014,165
SCOE,80415898,80415898/020,RDAF,,,A,,,80415898,0
SCOE,81686754,81686754/008,RDAF,,,A,,,81686754,0
SENT,81642470,81642470/002,RDAF,C,See below,B,,2026-02-27,81642470,-1
SCOE,70301131,70301131/804,RDAF,,,A,,,70301131,0
SCOE,80032872,80032872/013,RDAF,,,A,,,80032872,0
SENT,81586643,81586643/003,RDAF,B,,B,,2025-07-22,81586643,0
SENT,81489739,81489739/003,RDAF,B,N/A,B,Interim to Definitive,2026-04-23,81489739,0
SENT,81707335,81707335/094,RDAF,Interim,6 months,A,,2026-03-27,81707335,22
SENT,70588028,70588028/016,RDAF,A,,A,,2023-12-18,70588028,0
SENT,81669096,81669096/003,RDAF,B,,B,Interim to Definitive,2026-04-30,81669096,0
SCOE,81305102,81305102/005,RDAF,C,See below,B,,,81305102,-1
SCOE,81708036,81708036/003,RDAF,,,A,,,81708036,0
SENT,81271176,81271176/011,RDAF,C,See below,A,,2023-09-29,81271176,-1
SENT,81305489,81305489/042,RDAF,C,See below,A,,2024-01-02,81305489,-1
SENT,81765722,81765722/004,RDAF,C,200 FC (FH not relevant),A,,2026-03-22,81765722,-1
SCOE,81744616,81744616/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81744616,-1
SENT,81358069,81358069/008,RDAF,B,,A,,2024-06-07,81358069,0
SENT,80023215,80023215/004,RDAF,B,,A,,2015-02-18,80023215,0
SENT,81757469,81757469/004,RDAF,C,See below,A,,2026-03-09,81757469,-1
SCOE,81792724,81792724/005,RDAF,,,A,,,81792724,0
SCOE,81768128,81768128/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81768128,-1
SENT,81615895,81615895/003,RDAF,A,N/A,A,,2025-06-28,81615895,0
SENT,81774123,81774123/003,RDAF,A,,B,Interim to Definitive,2026-05-06,81774123,0
SCOE,81709937,81709937/003,RDAF,Interim,6 months,B,Interim to Definitive,,81709937,-1
SENT,80022063,80022063/004,RDAF,A,,A,,2015-01-23,80022063,0
SCOE,80377843,80377843/141,RDAF,B,,C,,,80377843,0
SCOE,80917169,80917169/003,RDAF,,,A,,,80917169,0
SENT,81635916,81635916/004,RDAF,B,,A,,2025-09-02,81635916,0
SENT,81207693,81207693/004,RDAF,A,,A,,2023-04-18,81207693,0
SENT,81647365,81647365/004,RDAF,C,See below,B,,2025-10-21,81647365,-1
SENT,80708946,80708946/019,RDAF,Interim,6 MONTHS,A,,2025-12-18,80708946,76
SCOE,81733733,81733733/044,RDAF,Interim,6 MONTHS,C,Interim to Definitive,,81733733,-1
SENT,81651696,81651696/003,RDAF,Interim,6 Months,A,,2025-11-21,81651696,91
SENT,80488024,80488024/181,RDAF,B,,B,Interim to Definitive,2025-01-06,80488024,0
SENT,81718219,81718219/002,RDAF,Interim,6 Months,A,,2026-01-20,81718219,58
SENT,81681381,81681381/002,RDAF,B,See below,A,,2025-12-30,81681381,-1
SENT,70390355,70390355/803,RDAF,A,,A,Weight Variant Change,2022-06-01,70390355,0
SENT,81769880,81769880/003,RDAF,C,See below,A,,2026-03-30,81769880,-1
SCOE,81738164,81738164/004,RDAF,,,A,,,81738164,0
SENT,81353785,81353785/003,RDAF,Interim,6 Months,C,,2025-12-30,81353785,69
SENT,81687985,81687985/004,RDAF,B,,B,Interim to Definitive,2026-04-16,81687985,0
SCOE,81714847,81714847/005,RDAF,Interim,6 months,C,Interim to Definitive,,81714847,-1
SENT,81553639,81553639/006,RDAF,A,,A,,2025-03-18,81553639,0
SENT,81122103,81122103/003,RDAF,B,,C,Interim to Definitive,2023-05-03,81122103,0
SENT,80675073,80675073/198,RDAF,B,,B,,2020-06-02,80675073,0
SENT,81688202,81688202/087,RDAF,B,,B,,2025-12-01,81688202,0
SENT,70316357,70316357/915,RDAF,B,,A,,2021-08-06,70316357,0
SENT,80897380,80897380/004,RDAF,B,See below,A,,2021-03-24,80897380,-1
SENT,80161650,80161650/077,RDAF,C,See below,A,,2023-09-20,80161650,-1
SENT,81369339,81369339/003,RDAF,A,,A,,2024-03-20,81369339,0
SCOE,70507850,70507850/801,RDAF,,,A,,,70507850,0
SCOE,81781897,81781897/014,RDAF,,,A,,,81781897,0
SENT,81458703,81458703/004,RDAF,C,See below,A,,2024-12-05,81458703,-1
SENT,80909157,80909157/003,RDAF,B,See below,A,,2021-04-20,80909157,-1
SCOE,70510750,70510750/036,RDAF,,,A,,,70510750,0
SCOE,81792289,81792289/003,RDAF,,,A,,,81792289,0
SENT,80383158,80383158/153,RDAF,A,,A,,2025-01-16,80383158,0
SENT,81770842,81770842/003,RDAF,C,200FC (FH NOT RELEVANT),A,,2026-04-08,81770842,76
SENT,81759930,81759930/041,RDAF,C,See below,A,,2026-04-29,81759930,-1
SENT,81755201,81755201/004,RDAF,Interim,6 Months,A,,2026-03-13,81755201,28
SCOE,81785539,81785539/003,RDAF,,,A,,,81785539,0
SENT,80449881,80449881/033,RDAF,B,See below,A,,2021-05-10,80449881,-1
SENT,81416555,81416555/058,RDAF,B,,A,,2024-08-26,81416555,0
SENT,81620810,81620810/004,RDAF,C,See below,A,,2025-11-17,81620810,-1
SENT,81716420,81716420/005,RDAF,Interim,6 months,A,,2026-01-15,81716420,60
SENT,81786966,81786966/003,RDAF,A,,A,,2026-05-05,81786966,0
SENT,80414008,80414008/003,RDAF,B,,A,,2018-02-08,80414008,0
SENT,81674692,81674692/003,RDAF,Interim,03-Nov-2026,A,,2025-11-10,81674692,-1
SCOE,81755048,81755048/003,RDAF,,,A,,,81755048,0
SENT,81132103,81132103/028,RDAF,C,2200 FC (FH NOT RELEVANT),A,,2022-11-04,81132103,308
SENT,81702043,81702043/014,RDAF,Interim,6 Months,A,,2025-12-17,81702043,77
SENT,80414884,80414884/030,RDAF,B,,A,,2024-03-29,80414884,0
SENT,81217757,81217757/072,RDAF,B,,A,,2023-07-07,81217757,0
SENT,81780909,81780909/005,RDAF,C,500FC (FH not relevant),A,,2026-04-17,81780909,39
SENT,81398967,81398967/007,RDAF,C,1000FC (FH not relevant),A,,2024-07-08,81398967,90
SCOE,81782166,81782166/003,RDAF,,,A,,,81782166,0
SENT,81717998,81717998/003,RDAF,C,4FC (FH not relevant),A,,2026-01-03,81717998,3950
SENT,81601419,81601419/024,RDAF,A,,A,,2025-06-18,81601419,0
SENT,81770739,81770739/031,RDAF,C,See below,A,,2026-04-03,81770739,-1
SCOE,81789296,81789296/003,RDAF,,,A,,,81789296,0
SENT,81364995,81364995/007,RDAF,A,N/A,A,,2024-03-13,81364995,0
SENT,70552107,70552107/341,RDAF,B,,B,,2018-10-10,70552107,0
SENT,81138961,81138961/003,RDAF,B,,B,,2025-10-17,81138961,0
SENT,80921829,80921829/004,RDAF,B,,A,,2021-05-22,80921829,0
SENT,81717285,81717285/007,RDAF,C,5FC (FH not relevant),A,,2026-01-01,81717285,-1
SENT,81761484,81761484/005,RDAF,Interim,6 months,A,,2026-03-14,81761484,29
SENT,81753152,81753152/004,RDAF,A,,A,,2026-03-12,81753152,0
SENT,81773461,81773461/003,RDAF,C,3FC (FH not relevant),A,,2026-04-30,81773461,166
SENT,81775818,81775818/010,RDAF,C,200 FC (FH not relevant),A,,2026-04-09,81775818,-1
SCOE,81439326,81439326/100,RDAF,,,A,,,81439326,0
SENT,81773308,81773308/003,RDAF,A,,A,,2026-04-30,81773308,0
SENT,81688738,81688738/004,RDAF,Interim,6 months,A,,2025-12-24,81688738,73
SCOE,81791870,81791870/003,RDAF,,,A,,,81791870,0
SCOE,81684436,81684436/003,RDAF,,,A,,,81684436,0
SENT,81554857,81554857/004,RDAF,A,,A,,2025-03-14,81554857,0
SCOE,81792737,81792737/003,RDAF,,,A,,,81792737,0
SENT,81689757,81689757/011,RDAF,C,See below,B,,2025-11-16,81689757,-1
SENT,81786122,81786122/014,RDAF,A,,A,,2026-04-29,81786122,0
SCOE,80122716,80122716/021,RDAF,Interim,1 Year,B,Interim to Definitive,,80122716,-1
SENT,80524237,80524237/011,RDAF,B,,A,,2026-02-09,80524237,0
SENT,81747512,81747512/004,RDAF,Interim,6 Months,A,,2026-02-20,81747512,41
SENT,80141864,80141864/006,RDAF,B,,A,,2016-04-12,80141864,0
SCOE,81757042,81757042/003,RDAF,,,A,,,81757042,0
SENT,81746693,81746693/007,RDAF,C,200 FC (FH not relevant),A,,2026-02-20,81746693,154
SCOE,81716886,81716886/005,RDAF,Interim,6 Months,B,Interim to Definitive,,81716886,-1
